state,county,year,NonCrop,GM,Tolerant,Vulnerable,Unclassified,total
Indiana,LaPorte,2010,694,335960,557731,16024,146636,1057045
Illinois,Henderson,2012,44,247478,435798,3180,121884,808384
Virginia,Highland,2016,692,50,1057,26467,47323,75589
North Carolina,Gates,2010,612,161431,34895,11385,53837,262160
Ohio,Crawford,2017,580,464470,380316,15208,59197,919771
Georgia,Worth,2014,83997,275630,35419,199753,230517,825316
Missouri,Clinton,2010,1,196201,130503,0,354083,680788
Kentucky,Henry,2012,0,23333,17556,888,251275,293052
North Carolina,Gates,2011,269,160959,25881,9388,65663,262160
Illinois,Henderson,2013,676,264053,410953,5421,127281,808384
West Virginia,Pocahontas,2012,27,31,2890,31426,128544,162918
Ohio,Crawford,2018,505,457313,384848,21518,55587,919771
Minnesota,Carlton,2011,637,3056,8834,146144,66566,225237
Virginia,Highland,2017,7,91,1277,30977,43237,75589
Kentucky,Henry,2013,1,19302,15346,28435,229968,293052
Missouri,Clinton,2011,20,177948,161783,966,340071,680788
Texas,Jim Hogg,2016,52,4,347,743,71594,72740
Indiana,LaPorte,2011,1674,293932,611482,18705,131252,1057045
Florida,Lee,2010,0,0,0,117524,91422,208946
North Carolina,Gates,2012,1978,163232,31086,11650,54214,262160
Arkansas,Lee,2009,82190,965737,221228,2015,48494,1319664
Georgia,Worth,2015,112102,298602,49581,156654,208377,825316
Virginia,Highland,2018,71,243,1371,31990,41914,75589
Kentucky,Henry,2014,0,24169,16018,22279,230586,293052
Illinois,Henderson,2014,128,261053,431113,4906,111184,808384
Missouri,Clinton,2012,14,207583,169481,48464,255246,680788
Minnesota,Carlton,2012,351,1081,8247,144840,70718,225237
North Carolina,Gates,2013,1101,165674,29878,16778,48729,262160
Arkansas,Lee,2010,70751,895020,283424,183,70286,1319664
Missouri,Clinton,2013,25,214570,191785,48340,226068,680788
Illinois,Henderson,2015,1012,268137,432716,9086,97433,808384
Georgia,Worth,2016,154631,300090,30908,148038,191649,825316
North Carolina,Gates,2014,1415,171877,20116,14768,53984,262160
Indiana,LaPorte,2012,617,356169,573902,19616,106741,1057045
Kentucky,Henry,2015,20,43135,20186,98170,131541,293052
Texas,Jim Hogg,2017,12,23,535,1351,70819,72740
Minnesota,Carlton,2013,363,1830,8435,105736,108873,225237
Arkansas,Lee,2011,77857,964645,222009,86,55067,1319664
West Virginia,Pocahontas,2013,86,56,3072,68196,91508,162918
Missouri,Clinton,2014,147,235629,175032,53851,216129,680788
Illinois,Henderson,2016,0,251373,454604,7003,95404,808384
North Carolina,Gates,2015,6368,167357,26036,12961,49438,262160
Kentucky,Henry,2016,1084,39737,20859,76225,155147,293052
Florida,Lee,2011,2,0,1,89298,119645,208946
Massachusetts,Bristol,2009,3640,2,21327,39899,112606,177474
Indiana,LaPorte,2013,241,272167,647071,22778,114788,1057045
Georgia,Worth,2017,14291,291341,58480,231226,229978,825316
Missouri,Clinton,2015,168737,106316,140628,48254,216853,680788
North Carolina,Gates,2016,8364,161207,29105,15721,47763,262160
Arkansas,Lee,2012,77337,900923,292686,1352,47366,1319664
Kentucky,Henry,2017,0,45686,14941,91320,141105,293052
Illinois,Henderson,2017,1440,268871,432870,10431,94772,808384
South Dakota,Harding,2014,18411,2447,210357,562464,642424,1436103
Minnesota,Carlton,2014,302,699,5784,155072,63380,225237
Texas,Jim Hogg,2018,80,144,1499,10999,60018,72740
Missouri,Clinton,2016,403,251418,192358,68496,168113,680788
North Carolina,Gates,2017,2734,168595,23950,18491,48390,262160
Kentucky,Henry,2018,31,50073,15762,90519,136667,293052
Illinois,Henderson,2018,5,279327,423532,10714,94806,808384
Arkansas,Lee,2013,66973,869652,324846,3521,54672,1319664
Georgia,Worth,2018,137,349397,32116,217765,225901,825316
Indiana,LaPorte,2014,109,342795,584185,23531,106425,1057045
North Carolina,Gates,2018,1803,162687,35104,14693,47873,262160
Missouri,Clinton,2017,5,263774,185489,65016,166504,680788
Massachusetts,Bristol,2010,5557,1,16957,104171,50788,177474
Virginia,King George,2009,5095,34827,24960,25862,34882,125626
Minnesota,Carlton,2015,311,333,5153,46216,173224,225237
Kansas,Neosho,2009,2093,269068,149367,46709,729920,1197157
West Virginia,Pocahontas,2014,142,167,3021,92857,66731,162918
New Mexico,Doña Ana,2009,26713,73986,53517,267924,150401,572541
Missouri,Clinton,2018,8,274641,186397,69794,149948,680788
Arkansas,Lee,2014,78571,816288,368679,4006,52120,1319664
Florida,Lee,2012,28,0,416,112107,96395,208946
Virginia,King George,2010,4685,29507,21637,20083,49714,125626
Indiana,LaPorte,2015,1298,371683,565176,26115,92773,1057045
Alabama,Baldwin,2009,132704,185071,66454,179546,348388,912163
Virginia,King George,2011,1596,28786,11663,20908,62673,125626
Minnesota,Carlton,2016,14,915,3730,39268,181310,225237
Kansas,Neosho,2010,296,230279,129424,1660,835498,1197157
Nebraska,Perkins,2009,392911,49354,1329220,28767,258958,2059210
Arkansas,Lee,2015,97409,765634,405734,6909,43978,1319664
Massachusetts,Bristol,2011,6905,0,13468,76789,80312,177474
Virginia,King George,2012,3569,20611,18167,19135,64144,125626
Indiana,LaPorte,2016,6,361779,575793,33792,85675,1057045
Virginia,King George,2013,2699,21722,18567,31287,51351,125626
Kansas,Neosho,2011,256,237266,174727,1370,783538,1197157
Ohio,Ashland,2009,586,183692,197636,39251,167044,588209
Minnesota,Carlton,2017,830,3135,4596,92061,124615,225237
Arkansas,Lee,2016,80926,910085,279018,6305,43330,1319664
Virginia,King George,2014,2349,25476,17766,36528,43507,125626
Florida,Lee,2013,14,0,440,77660,130832,208946
West Virginia,Pocahontas,2015,26,122,3162,114587,45021,162918
Kentucky,Boyle,2009,3,4579,5720,128718,155135,294155
Indiana,LaPorte,2017,1234,378909,556748,34211,85943,1057045
Virginia,King George,2015,5742,27012,17504,38851,36517,125626
Nebraska,Perkins,2010,324210,56831,1392432,27839,257898,2059210
Kentucky,Boyle,2010,0,5349,8112,106418,174276,294155
Massachusetts,Bristol,2012,6181,2,23691,59084,88516,177474
Kansas,Neosho,2012,207,221792,162613,2149,810396,1197157
Minnesota,Carlton,2018,902,1745,4823,91691,126076,225237
Arkansas,Lee,2017,94314,987424,183568,9321,45037,1319664
Virginia,King George,2016,3271,28100,18201,36997,39057,125626
Ohio,Ashland,2010,814,187716,180335,28346,190998,588209
Kentucky,Boyle,2011,0,4324,9745,2150,277936,294155
South Dakota,Harding,2015,22376,8,194321,512633,706765,1436103
Virginia,King George,2017,196,29382,20168,36023,39857,125626
Indiana,LaPorte,2018,307,396700,544415,32492,83131,1057045
Kansas,Neosho,2013,8405,273769,187553,675004,52426,1197157
Kentucky,Boyle,2012,0,8846,15703,1312,268294,294155
Virginia,King George,2018,180,30378,19321,38575,37172,125626
Nebraska,Perkins,2011,282904,36569,1524257,13906,201574,2059210
Ohio,Ashland,2011,411,168887,191614,23329,203968,588209
Arkansas,Lee,2018,58672,953450,252623,12178,42741,1319664
Florida,Lee,2014,406,0,4663,97567,106310,208946
Kentucky,Boyle,2013,0,13519,14768,76304,189564,294155
Massachusetts,Bristol,2013,3270,6,12512,40867,120819,177474
West Virginia,Pocahontas,2016,99,137,2191,108388,52103,162918
Kansas,Neosho,2014,3402,248091,197186,304137,444341,1197157
Kentucky,Boyle,2014,0,13109,17124,69695,194227,294155
Ohio,Ashland,2012,273,161501,203005,25829,197601,588209
Kentucky,Boyle,2015,0,16783,17583,148963,110826,294155
Nebraska,Perkins,2012,240068,33616,1580306,26862,178358,2059210
Alabama,Baldwin,2010,123342,147824,37221,260616,343160,912163
Kansas,Neosho,2015,7898,235734,207142,63723,682660,1197157
Kentucky,Boyle,2016,0,16431,18371,141899,117454,294155
Georgia,Echols,2009,35835,2074,3855,5601,15694,63059
Ohio,Ashland,2013,324,157309,216920,30083,183573,588209
Illinois,Jefferson,2009,24930,374540,136565,7048,339009,882092
New Mexico,Doña Ana,2010,32868,70869,53720,252432,162652,572541
Kentucky,Boyle,2017,0,18889,16284,168461,90521,294155
Massachusetts,Bristol,2014,7265,1,15388,67867,86953,177474
Florida,Lee,2015,76,0,957,86028,121885,208946
Georgia,Echols,2010,15116,1867,3355,2594,40127,63059
West Virginia,Pocahontas,2017,45,118,2100,108549,52106,162918
Kansas,Neosho,2016,3906,243819,198466,73125,677841,1197157
Kentucky,Boyle,2018,6,16227,22416,171274,84232,294155
Illinois,Jefferson,2010,198,332929,236514,13477,298974,882092
Ohio,Ashland,2014,1033,189681,174460,36928,186107,588209
Nebraska,Perkins,2013,341208,49894,1499506,29540,139062,2059210
Georgia,Echols,2011,11588,6683,3422,4111,37255,63059
Kansas,Neosho,2017,41,293676,158878,72514,672048,1197157
Missouri,Cooper,2009,4024,299661,206692,103390,299935,913702
Massachusetts,Bristol,2015,5744,0,17016,57048,97666,177474
Illinois,Jefferson,2011,1297,404200,256932,157329,62334,882092
Ohio,Ashland,2015,732,190470,210377,47883,138747,588209
Georgia,Echols,2012,11545,7200,4308,10453,29553,63059
South Dakota,Harding,2016,15565,1,201485,504834,714218,1436103
Nebraska,Perkins,2014,290427,58132,1538283,32598,139770,2059210
Kansas,Neosho,2018,115,262071,191799,90728,652444,1197157
Florida,Lee,2016,934,0,2009,83126,122877,208946
Indiana,Wayne,2009,287,291868,298611,15407,112823,718996
Georgia,Echols,2013,18370,5036,4729,7506,27418,63059
Illinois,Jefferson,2012,22,338088,227732,10709,305541,882092
Missouri,Cooper,2010,537,278473,196642,387,437663,913702
Ohio,Ashland,2016,3490,203320,192881,51482,137036,588209
North Carolina,Iredell,2009,11210,85435,78187,23936,416822,615590
West Virginia,Pocahontas,2018,78,188,2616,110882,49154,162918
Massachusetts,Bristol,2016,13208,0,10887,55464,97915,177474
Indiana,Wayne,2010,99,279012,291003,12317,136565,718996
Nebraska,Perkins,2015,334874,68188,1517681,35337,103130,2059210
Illinois,Jefferson,2013,1023,373588,190739,14519,302223,882092
Georgia,Echols,2014,7369,8812,1819,11942,33117,63059
Ohio,Ashland,2017,14026,215227,176724,51626,130606,588209
Texas,Galveston,2009,153480,1266,12453,713,172917,340829
Missouri,Cooper,2011,37,279290,199735,259,434381,913702
Indiana,Wayne,2011,233,276837,313087,16113,112726,718996
North Carolina,Iredell,2010,35067,90944,105414,92534,291631,615590
Pennsylvania,Clearfield,2009,1742,3690,22357,42273,259637,329699
Alabama,Baldwin,2011,74130,159568,43705,170228,464532,912163
Virginia,King William,2009,2541,114208,62244,11092,32488,222573
Georgia,Echols,2015,7377,8239,4296,15722,27425,63059
Kentucky,Hickman,2009,852,239706,176471,5910,71939,494878
Illinois,Jefferson,2014,629,384439,211283,9568,276173,882092
Florida,Lee,2017,427,0,1105,81979,125435,208946
Ohio,Ashland,2018,3765,210811,192431,61409,119793,588209
Nebraska,Perkins,2016,272029,72917,1560980,56123,97161,2059210
Indiana,Wayne,2012,317,291591,305903,19708,101477,718996
Massachusetts,Bristol,2017,10228,0,15169,61787,90290,177474
Kentucky,Hickman,2010,1,210335,200502,4325,79715,494878
Missouri,Cooper,2012,242,320063,202610,83694,307093,913702
Georgia,Echols,2016,10612,11709,2171,8429,30138,63059
Virginia,King William,2010,1035,88339,68016,6173,59010,222573
North Carolina,Iredell,2011,46943,83634,97344,74310,313359,615590
New Mexico,Doña Ana,2011,63346,90087,30333,236899,151876,572541
Illinois,Jefferson,2015,41332,355903,219902,12439,252516,882092
Indiana,Wayne,2013,634,267917,316381,18046,116018,718996
Kentucky,Hickman,2011,0,206959,176585,655,110679,494878
Arkansas,Craighead,2009,69000,917524,448992,12897,80218,1528631
Georgia,Echols,2017,41,13569,4649,18081,26719,63059
Nebraska,Perkins,2017,250340,117491,1549976,49610,91793,2059210
Virginia,King William,2011,351,74513,55046,4404,88259,222573
Missouri,Cooper,2013,561,317491,215908,89546,290196,913702
Kentucky,Hickman,2012,4,181168,221965,382,91359,494878
Illinois,Jefferson,2016,9418,448615,168273,12144,243642,882092
Pennsylvania,Clearfield,2010,7500,2769,30157,85694,203579,329699
North Carolina,Iredell,2012,37959,92942,120293,217717,146679,615590
Massachusetts,Bristol,2018,15368,8,13495,63845,84758,177474
Indiana,Wayne,2014,152,300447,296423,19709,102265,718996
South Dakota,Harding,2017,8290,32,213877,647889,566015,1436103
Texas,Galveston,2010,120093,103,5132,54,215447,340829
Georgia,Echols,2018,1,14808,1797,18380,28073,63059
Florida,Lee,2018,308,0,287,86184,122167,208946
Virginia,King William,2012,1137,79657,57728,5877,78174,222573
Kentucky,Hickman,2013,0,214754,185734,3590,90800,494878
Arkansas,Craighead,2010,64617,881634,482463,117,99800,1528631
Indiana,Wayne,2015,3624,296016,303398,22254,93704,718996
Nebraska,Perkins,2018,251712,108545,1560639,50761,87553,2059210
Illinois,Jefferson,2017,153,426216,206605,13245,235873,882092
Missouri,Cooper,2014,156,314427,226548,88142,284429,913702
Kentucky,Hickman,2014,0,203835,197159,1596,92288,494878
North Carolina,Iredell,2013,189283,88766,118352,114449,104740,615590
Virginia,King William,2013,2234,78632,63798,12940,64969,222573
Indiana,Wayne,2016,22,301139,303889,20769,93177,718996
Kentucky,Hickman,2015,3392,236105,185644,4899,64838,494878
Arkansas,Craighead,2011,69924,930982,432315,691,94719,1528631
Alabama,Baldwin,2012,81729,110116,25766,265190,429362,912163
Illinois,Jefferson,2018,57,454502,178431,16784,232318,882092
Missouri,Cooper,2015,59105,255997,238826,83486,276288,913702
Virginia,King William,2014,2474,86004,57991,12328,63776,222573
Indiana,Wayne,2017,204,322298,288892,23453,84149,718996
Pennsylvania,Clearfield,2011,16656,3188,36894,135574,137387,329699
Kentucky,Hickman,2016,2684,217789,206222,7280,60903,494878
Minnesota,Clearwater,2009,4901,51082,43372,98481,453131,650967
North Carolina,Iredell,2014,74853,103392,130388,161582,145375,615590
Indiana,Wayne,2018,14,322089,281739,30360,84794,718996
Texas,Galveston,2011,157499,252,15731,20,167327,340829
Virginia,King William,2015,3569,94163,56369,14796,53676,222573
Missouri,Cooper,2016,102,316118,260716,139775,196991,913702
Arkansas,Craighead,2012,66490,911134,455752,1310,93945,1528631
Kentucky,Hickman,2017,7190,236676,190077,14590,46345,494878
Ohio,Champaign,2009,99,393152,426885,21965,78921,921022
Kentucky,Hickman,2018,3352,238674,197289,12548,43015,494878
Ohio,Champaign,2010,187,396929,406906,21133,95867,921022
Virginia,King William,2016,4443,89708,62293,14155,51974,222573
North Carolina,Iredell,2015,15287,146121,132941,52745,268496,615590
Arkansas,Craighead,2013,83864,849904,499530,3456,91877,1528631
Minnesota,Clearwater,2010,1526,53737,42267,63802,489635,650967
Missouri,Cooper,2017,32,337773,232871,137774,205252,913702
Pennsylvania,Clearfield,2012,18424,4328,46434,138321,122192,329699
Ohio,Champaign,2011,314,354831,429819,14859,121199,921022
South Dakota,Harding,2018,11709,197,202698,623206,598293,1436103
Texas,Oldham,2009,30766,639,313565,1368,156254,502592
Virginia,King William,2017,124,90345,65803,13385,52916,222573
New Mexico,Doña Ana,2012,67147,44717,59754,218495,182428,572541
Kansas,Norton,2009,217411,47254,811808,27206,207791,1311470
Ohio,Champaign,2012,320,335423,459824,15673,109782,921022
Arkansas,Craighead,2014,74463,883672,470286,2583,97627,1528631
Missouri,Cooper,2018,120,329125,251792,130010,202655,913702
North Carolina,Iredell,2016,40967,126988,123427,45724,278484,615590
Texas,Galveston,2012,95812,68,9978,3,234968,340829
Virginia,King William,2018,79,95725,61107,13654,52008,222573
Ohio,Champaign,2013,554,366502,433549,15900,104517,921022
Minnesota,Clearwater,2011,4389,71117,47242,333321,194898,650967
Alabama,Baldwin,2013,72958,174616,63767,138420,462402,912163
Ohio,Champaign,2014,370,391371,415285,20981,93015,921022
Arkansas,Craighead,2015,145282,798624,483433,29451,71841,1528631
North Carolina,Iredell,2017,46371,98566,140865,82872,246916,615590
Kansas,Norton,2010,173426,84443,849281,24121,180199,1311470
Ohio,Champaign,2015,555,424510,398243,18411,79303,921022
Texas,Oldham,2010,35035,13268,289797,456,164036,502592
Pennsylvania,Clearfield,2013,2366,2760,26479,23287,274807,329699
Minnesota,Clearwater,2012,1696,70419,65641,338904,174307,650967
Arkansas,Craighead,2016,102841,851820,466625,38237,69108,1528631
Indiana,Brown,2009,158,5042,10002,1229,14133,30564
Kentucky,Campbell,2009,1,1172,1010,7657,41858,51698
Ohio,Champaign,2016,1651,381986,439707,17090,80588,921022
West Virginia,Raleigh,2009,28,41,584,24260,54503,79416
Kansas,Norton,2011,174587,89979,866507,22092,158305,1311470
Nebraska,Platte,2009,2077,523516,899176,41939,155967,1622675
Indiana,Brown,2010,3,5389,7408,864,16900,30564
Kentucky,Campbell,2010,7,668,316,11493,39214,51698
North Carolina,Iredell,2018,10829,129206,134444,98881,242230,615590
Texas,Galveston,2013,68823,231,16758,2924,252093,340829
Ohio,Champaign,2017,207,417229,404985,17017,81584,921022
Kentucky,Campbell,2011,0,933,232,41,50492,51698
Indiana,Brown,2011,261,6436,8589,519,14759,30564
Ohio,Champaign,2018,105,410730,409641,23113,77433,921022
Arkansas,Craighead,2017,115282,911306,364639,60551,76853,1528631
Kentucky,Campbell,2012,0,1320,617,84,49677,51698
Indiana,Brown,2012,78,7252,10170,2554,10510,30564
Nebraska,Platte,2010,1202,552208,840994,32241,196030,1622675
West Virginia,Raleigh,2010,88,1,2344,14323,62660,79416
Minnesota,Clearwater,2013,580,87407,63637,258251,241092,650967
Massachusetts,Hampshire,2009,7330,291,34683,65293,99307,206904
Texas,Oldham,2011,29784,12878,275829,167,183934,502592
Kansas,Norton,2012,173842,92021,859064,20375,166168,1311470
Georgia,Floyd,2009,8580,32292,17242,41060,172661,271835
Kentucky,Campbell,2013,0,526,1168,3391,46613,51698
Indiana,Brown,2013,21,7211,8120,1545,13667,30564
Pennsylvania,Clearfield,2014,4462,1772,25404,24145,273916,329699
Kentucky,Campbell,2014,0,957,771,2159,47811,51698
Indiana,Brown,2014,0,6982,9264,1933,12385,30564
Nebraska,Platte,2011,2050,525543,906111,43192,145779,1622675
Arkansas,Craighead,2018,34389,890816,464074,70096,69256,1528631
Massachusetts,Hampshire,2010,8783,639,31454,127669,38359,206904
Alabama,Baldwin,2014,61374,178106,43299,214687,414697,912163
New Mexico,Doña Ana,2013,53019,44057,51587,254000,169878,572541
Kansas,Norton,2013,181703,57797,885292,28792,157886,1311470
West Virginia,Raleigh,2011,151,2,1050,23183,55030,79416
Minnesota,Clearwater,2014,1262,97290,72648,339018,140749,650967
Georgia,Floyd,2010,97,23928,13637,24086,210087,271835
Kentucky,Campbell,2015,1,1327,1434,12989,35947,51698
Indiana,Brown,2015,1,7927,9114,1267,12255,30564
Illinois,Jo Daviess,2009,446,134735,346092,21926,398494,901693
Indiana,Brown,2016,55,7944,9236,1707,11622,30564
Kentucky,Campbell,2016,1,1722,559,20109,29307,51698
Texas,Oldham,2012,10200,9450,305342,90,177510,502592
Nebraska,Platte,2012,1087,560514,889359,50470,121245,1622675
Texas,Galveston,2014,81768,2877,11109,2764,242311,340829
Massachusetts,Hampshire,2011,18122,2847,27645,104978,53312,206904
Kentucky,Campbell,2017,0,1127,1087,12831,36653,51698
Missouri,Randolph,2009,1983,186591,90531,78555,261695,619355
Indiana,Brown,2017,49,9044,8569,1441,11461,30564
Georgia,Floyd,2011,1777,20610,14199,21630,213619,271835
Kansas,Norton,2014,180396,37949,765011,21013,307101,1311470
West Virginia,Raleigh,2012,263,18,1164,28137,49834,79416
Illinois,Jo Daviess,2010,23,123411,386405,23147,368707,901693
Minnesota,Clearwater,2015,5328,110249,77395,300801,157194,650967
Indiana,Brown,2018,1,10242,8308,2010,10003,30564
Kentucky,Campbell,2018,2,1846,817,14919,34114,51698
Nebraska,Platte,2013,2391,500829,940515,51218,127722,1622675
Massachusetts,Hampshire,2012,8326,1810,30022,91781,74965,206904
